city_st,place_name,state_name,state_abbrev,population,state_fips,place_fips,NAME,place_name_raw
"Monrovia, CA",Monrovia,California,CA,37553,06,48648,"Monrovia city, California",Monrovia city
"Montclair, CA",Montclair,California,CA,37809,06,48788,"Montclair city, California",Montclair city
"Montebello, CA",Montebello,California,CA,61376,06,48816,"Montebello city, California",Montebello city
"Monterey, CA",Monterey,California,CA,29772,06,48872,"Monterey city, California",Monterey city
"Monterey Park, CA",Monterey Park,California,CA,59639,06,48914,"Monterey Park city, California",Monterey Park city
"Moorpark, CA",Moorpark,California,CA,35957,06,49138,"Moorpark city, California",Moorpark city
"Moreno Valley, CA",Moreno Valley,California,CA,210378,06,49270,"Moreno Valley city, California",Moreno Valley city
"Morgan Hill, CA",Morgan Hill,California,CA,45152,06,49278,"Morgan Hill city, California",Morgan Hill city
"Mountain House, CA",Mountain House,California,CA,25108,06,49582,"Mountain House CDP, California",Mountain House CDP
"Mountain View, CA",Mountain View,California,CA,82363,06,49670,"Mountain View city, California",Mountain View city
"Murrieta, CA",Murrieta,California,CA,111621,06,50076,"Murrieta city, California",Murrieta city
"Napa, CA",Napa,California,CA,78816,06,50258,"Napa city, California",Napa city
"National, CA",National,California,CA,55960,06,50398,"National City city, California",National City city
"Newark, CA",Newark,California,CA,47145,06,50916,"Newark city, California",Newark city
"Newport Beach, CA",Newport Beach,California,CA,84304,06,51182,"Newport Beach city, California",Newport Beach city
"Norco, CA",Norco,California,CA,25211,06,51560,"Norco city, California",Norco city
"North Highlands, CA",North Highlands,California,CA,47900,06,51924,"North Highlands CDP, California",North Highlands CDP
"North Tustin, CA",North Tustin,California,CA,26038,06,52379,"North Tustin CDP, California",North Tustin CDP
"Norwalk, CA",Norwalk,California,CA,100713,06,52526,"Norwalk city, California",Norwalk city
"Novato, CA",Novato,California,CA,52689,06,52582,"Novato city, California",Novato city
"Oakdale, CA",Oakdale,California,CA,23155,06,52694,"Oakdale city, California",Oakdale city
"Oakland, CA",Oakland,California,CA,438072,06,53000,"Oakland city, California",Oakland city
"Oakley, CA",Oakley,California,CA,44311,06,53070,"Oakley city, California",Oakley city
"Oceanside, CA",Oceanside,California,CA,172542,06,53322,"Oceanside city, California",Oceanside city
"Oildale, CA",Oildale,California,CA,34971,06,53448,"Oildale CDP, California",Oildale CDP
"Ontario, CA",Ontario,California,CA,178347,06,53896,"Ontario city, California",Ontario city
"Orange, CA",Orange,California,CA,138723,06,53980,"Orange city, California",Orange city
"Orangevale, CA",Orangevale,California,CA,35219,06,54092,"Orangevale CDP, California",Orangevale CDP
"Orcutt, CA",Orcutt,California,CA,31284,06,54120,"Orcutt CDP, California",Orcutt CDP
"Oxnard, CA",Oxnard,California,CA,201014,06,54652,"Oxnard city, California",Oxnard city
"Pacifica, CA",Pacifica,California,CA,37527,06,54806,"Pacifica city, California",Pacifica city
"Palmdale, CA",Palmdale,California,CA,165487,06,55156,"Palmdale city, California",Palmdale city
"Palm Desert, CA",Palm Desert,California,CA,51551,06,55184,"Palm Desert city, California",Palm Desert city
"Palm Springs, CA",Palm Springs,California,CA,44998,06,55254,"Palm Springs city, California",Palm Springs city
"Palo Alto, CA",Palo Alto,California,CA,67231,06,55282,"Palo Alto city, California",Palo Alto city
"Paramount, CA",Paramount,California,CA,52546,06,55618,"Paramount city, California",Paramount city
"Pasadena, CA",Pasadena,California,CA,136462,06,56000,"Pasadena city, California",Pasadena city
"Patterson, CA",Patterson,California,CA,24306,06,56112,"Patterson city, California",Patterson city
"Perris, CA",Perris,California,CA,79349,06,56700,"Perris city, California",Perris city
"Petaluma, CA",Petaluma,California,CA,59321,06,56784,"Petaluma city, California",Petaluma city
"Pico Rivera, CA",Pico Rivera,California,CA,60821,06,56924,"Pico Rivera city, California",Pico Rivera city
"Pittsburg, CA",Pittsburg,California,CA,75868,06,57456,"Pittsburg city, California",Pittsburg city
"Placentia, CA",Placentia,California,CA,52384,06,57526,"Placentia city, California",Placentia city
"Pleasant Hill, CA",Pleasant Hill,California,CA,34335,06,57764,"Pleasant Hill city, California",Pleasant Hill city
"Pleasanton, CA",Pleasanton,California,CA,77500,06,57792,"Pleasanton city, California",Pleasanton city
"Pomona, CA",Pomona,California,CA,148391,06,58072,"Pomona city, California",Pomona city
"Porterville, CA",Porterville,California,CA,62765,06,58240,"Porterville city, California",Porterville city
"Port Hueneme, CA",Port Hueneme,California,CA,21691,06,58296,"Port Hueneme city, California",Port Hueneme city
"Poway, CA",Poway,California,CA,48515,06,58520,"Poway city, California",Poway city
"Ramona, CA",Ramona,California,CA,22829,06,59346,"Ramona CDP, California",Ramona CDP
"Rancho Cordova, CA",Rancho Cordova,California,CA,80656,06,59444,"Rancho Cordova city, California",Rancho Cordova city
"Rancho Cucamonga, CA",Rancho Cucamonga,California,CA,174693,06,59451,"Rancho Cucamonga city, California",Rancho Cucamonga city
"Rancho Palos Verdes, CA",Rancho Palos Verdes,California,CA,41259,06,59514,"Rancho Palos Verdes city, California",Rancho Palos Verdes city
"Rancho San Diego, CA",Rancho San Diego,California,CA,22264,06,59550,"Rancho San Diego CDP, California",Rancho San Diego CDP
"Rancho Santa Margarita, CA",Rancho Santa Margarita,California,CA,47257,06,59587,"Rancho Santa Margarita city, California",Rancho Santa Margarita city
"Redding, CA",Redding,California,CA,93268,06,59920,"Redding city, California",Redding city
"Redlands, CA",Redlands,California,CA,72985,06,59962,"Redlands city, California",Redlands city
"Redondo Beach, CA",Redondo Beach,California,CA,69814,06,60018,"Redondo Beach city, California",Redondo Beach city
"Redwood, CA",Redwood,California,CA,82423,06,60102,"Redwood City city, California",Redwood City city
"Reedley, CA",Reedley,California,CA,25446,06,60242,"Reedley city, California",Reedley city
"Rialto, CA",Rialto,California,CA,103866,06,60466,"Rialto city, California",Rialto city
"Richmond, CA",Richmond,California,CA,115396,06,60620,"Richmond city, California",Richmond city
"Ridgecrest, CA",Ridgecrest,California,CA,28138,06,60704,"Ridgecrest city, California",Ridgecrest city
"Riverbank, CA",Riverbank,California,CA,24881,06,61068,"Riverbank city, California",Riverbank city
"Riverside, CA",Riverside,California,CA,316241,06,62000,"Riverside city, California",Riverside city
"Rocklin, CA",Rocklin,California,CA,72340,06,62364,"Rocklin city, California",Rocklin city
"Rohnert Park, CA",Rohnert Park,California,CA,44461,06,62546,"Rohnert Park city, California",Rohnert Park city
"Rosamond, CA",Rosamond,California,CA,20835,06,62826,"Rosamond CDP, California",Rosamond CDP
"Rosemead, CA",Rosemead,California,CA,50340,06,62896,"Rosemead city, California",Rosemead city
"Rosemont, CA",Rosemont,California,CA,23448,06,62910,"Rosemont CDP, California",Rosemont CDP
"Roseville, CA",Roseville,California,CA,152438,06,62938,"Roseville city, California",Roseville city
"Rowland Heights, CA",Rowland Heights,California,CA,46787,06,63218,"Rowland Heights CDP, California",Rowland Heights CDP
"Sacramento, CA",Sacramento,California,CA,524802,06,64000,"Sacramento city, California",Sacramento city
"Salinas, CA",Salinas,California,CA,161993,06,64224,"Salinas city, California",Salinas city
"San Bernardino, CA",San Bernardino,California,CA,221774,06,65000,"San Bernardino city, California",San Bernardino city
"San Bruno, CA",San Bruno,California,CA,42612,06,65028,"San Bruno city, California",San Bruno city
"San Buenaventura (Ventura), CA",San Buenaventura (Ventura),California,CA,109900,06,65042,"San Buenaventura (Ventura) city, California",San Buenaventura (Ventura) city
"San Carlos, CA",San Carlos,California,CA,29797,06,65070,"San Carlos city, California",San Carlos city
"San Clemente, CA",San Clemente,California,CA,63510,06,65084,"San Clemente city, California",San Clemente city
"San Diego, CA",San Diego,California,CA,1385061,06,66000,"San Diego city, California",San Diego city
"San Dimas, CA",San Dimas,California,CA,34099,06,66070,"San Dimas city, California",San Dimas city
"San Fernando, CA",San Fernando,California,CA,23716,06,66140,"San Fernando city, California",San Fernando city
"San Francisco, CA",San Francisco,California,CA,836321,06,67000,"San Francisco city, California",San Francisco city
"San Gabriel, CA",San Gabriel,California,CA,38764,06,67042,"San Gabriel city, California",San Gabriel city
"Sanger, CA",Sanger,California,CA,26515,06,67056,"Sanger city, California",Sanger city
"San Jacinto, CA",San Jacinto,California,CA,54756,06,67112,"San Jacinto city, California",San Jacinto city
"San Jose, CA",San Jose,California,CA,990054,06,68000,"San Jose city, California",San Jose city
"San Juan Capistrano, CA",San Juan Capistrano,California,CA,34998,06,68028,"San Juan Capistrano city, California",San Juan Capistrano city
"San Leandro, CA",San Leandro,California,CA,88531,06,68084,"San Leandro city, California",San Leandro city
"San Lorenzo, CA",San Lorenzo,California,CA,29453,06,68112,"San Lorenzo CDP, California",San Lorenzo CDP
"San Luis Obispo, CA",San Luis Obispo,California,CA,48039,06,68154,"San Luis Obispo city, California",San Luis Obispo city
"San Marcos, CA",San Marcos,California,CA,94078,06,68196,"San Marcos city, California",San Marcos city
"San Mateo, CA",San Mateo,California,CA,103555,06,68252,"San Mateo city, California",San Mateo city
"San Pablo, CA",San Pablo,California,CA,31771,06,68294,"San Pablo city, California",San Pablo city
"San Rafael, CA",San Rafael,California,CA,60604,06,68364,"San Rafael city, California",San Rafael city
"San Ramon, CA",San Ramon,California,CA,85734,06,68378,"San Ramon city, California",San Ramon city
"Santa Ana, CA",Santa Ana,California,CA,311639,06,69000,"Santa Ana city, California",Santa Ana city
"Santa Barbara, CA",Santa Barbara,California,CA,88024,06,69070,"Santa Barbara city, California",Santa Barbara city
"Santa Clara, CA",Santa Clara,California,CA,129239,06,69084,"Santa Clara city, California",Santa Clara city
"Santa Clarita, CA",Santa Clarita,California,CA,229021,06,69088,"Santa Clarita city, California",Santa Clarita city
"Santa Cruz, CA",Santa Cruz,California,CA,60953,06,69112,"Santa Cruz city, California",Santa Cruz city
"Santa Maria, CA",Santa Maria,California,CA,109880,06,69196,"Santa Maria city, California",Santa Maria city
"Santa Monica, CA",Santa Monica,California,CA,91535,06,70000,"Santa Monica city, California",Santa Monica city
"Santa Paula, CA",Santa Paula,California,CA,31202,06,70042,"Santa Paula city, California",Santa Paula city
"Santa Rosa, CA",Santa Rosa,California,CA,177216,06,70098,"Santa Rosa city, California",Santa Rosa city
"Santee, CA",Santee,California,CA,59485,06,70224,"Santee city, California",Santee city
"Saratoga, CA",Saratoga,California,CA,30335,06,70280,"Saratoga city, California",Saratoga city
"Seal Beach, CA",Seal Beach,California,CA,24868,06,70686,"Seal Beach city, California",Seal Beach city
"Seaside, CA",Seaside,California,CA,31964,06,70742,"Seaside city, California",Seaside city
"Selma, CA",Selma,California,CA,24586,06,70882,"Selma city, California",Selma city
"Shafter, CA",Shafter,California,CA,20618,06,71106,"Shafter city, California",Shafter city
"Simi Valley, CA",Simi Valley,California,CA,125769,06,72016,"Simi Valley city, California",Simi Valley city
"Soledad, CA",Soledad,California,CA,24476,06,72520,"Soledad city, California",Soledad city
"South Gate, CA",South Gate,California,CA,91836,06,73080,"South Gate city, California",South Gate city
"South Lake Tahoe, CA",South Lake Tahoe,California,CA,21319,06,73108,"South Lake Tahoe city, California",South Lake Tahoe city
"South Pasadena, CA",South Pasadena,California,CA,26297,06,73220,"South Pasadena city, California",South Pasadena city
"South San Francisco, CA",South San Francisco,California,CA,64487,06,73262,"South San Francisco city, California",South San Francisco city
"South Whittier, CA",South Whittier,California,CA,55201,06,73430,"South Whittier CDP, California",South Whittier CDP
"Spring Valley (San Diego County), CA",Spring Valley (San Diego County),California,CA,32215,06,73696,"Spring Valley CDP (San Diego County), California",Spring Valley CDP (San Diego County)
"Stanton, CA",Stanton,California,CA,38639,06,73962,"Stanton city, California",Stanton city
"Stevenson Ranch, CA",Stevenson Ranch,California,CA,21317,06,74130,"Stevenson Ranch CDP, California",Stevenson Ranch CDP
"Stockton, CA",Stockton,California,CA,320470,06,75000,"Stockton city, California",Stockton city
"Suisun, CA",Suisun,California,CA,29205,06,75630,"Suisun City city, California",Suisun City city
"Sunnyvale, CA",Sunnyvale,California,CA,153455,06,77000,"Sunnyvale city, California",Sunnyvale city
"Temecula, CA",Temecula,California,CA,110404,06,78120,"Temecula city, California",Temecula city
"Temescal Valley, CA",Temescal Valley,California,CA,28560,06,78138,"Temescal Valley CDP, California",Temescal Valley CDP
"Temple, CA",Temple,California,CA,35749,06,78148,"Temple City city, California",Temple City city
"Thousand Oaks, CA",Thousand Oaks,California,CA,125676,06,78582,"Thousand Oaks city, California",Thousand Oaks city
"Torrance, CA",Torrance,California,CA,143499,06,80000,"Torrance city, California",Torrance city
"Tracy, CA",Tracy,California,CA,95358,06,80238,"Tracy city, California",Tracy city
"Tulare, CA",Tulare,California,CA,69984,06,80644,"Tulare city, California",Tulare city
"Turlock, CA",Turlock,California,CA,72400,06,80812,"Turlock city, California",Turlock city
"Tustin, CA",Tustin,California,CA,79035,06,80854,"Tustin city, California",Tustin city
"Twentynine Palms, CA",Twentynine Palms,California,CA,28738,06,80994,"Twentynine Palms city, California",Twentynine Palms city
"Union, CA",Union,California,CA,68141,06,81204,"Union City city, California",Union City city
"Upland, CA",Upland,California,CA,78940,06,81344,"Upland city, California",Upland city
"Vacaville, CA",Vacaville,California,CA,102085,06,81554,"Vacaville city, California",Vacaville city
"Valinda, CA",Valinda,California,CA,21626,06,81638,"Valinda CDP, California",Valinda CDP
"Vallejo, CA",Vallejo,California,CA,124637,06,81666,"Vallejo city, California",Vallejo city
"Victorville, CA",Victorville,California,CA,135983,06,82590,"Victorville city, California",Victorville city
"Vineyard, CA",Vineyard,California,CA,42645,06,82852,"Vineyard CDP, California",Vineyard CDP
"Visalia, CA",Visalia,California,CA,142649,06,82954,"Visalia city, California",Visalia city
"Vista, CA",Vista,California,CA,98646,06,82996,"Vista city, California",Vista city
"Walnut, CA",Walnut,California,CA,27857,06,83332,"Walnut city, California",Walnut city
"Walnut Creek, CA",Walnut Creek,California,CA,69790,06,83346,"Walnut Creek city, California",Walnut Creek city
"Wasco, CA",Wasco,California,CA,26222,06,83542,"Wasco city, California",Wasco city
"Watsonville, CA",Watsonville,California,CA,51968,06,83668,"Watsonville city, California",Watsonville city
"West Carson, CA",West Carson,California,CA,21909,06,84144,"West Carson CDP, California",West Carson CDP
"West Covina, CA",West Covina,California,CA,107436,06,84200,"West Covina city, California",West Covina city
"West Hollywood, CA",West Hollywood,California,CA,35090,06,84410,"West Hollywood city, California",West Hollywood city
"Westminster, CA",Westminster,California,CA,90147,06,84550,"Westminster city, California",Westminster city
"Westmont, CA",Westmont,California,CA,34291,06,84592,"Westmont CDP, California",Westmont CDP
"West Puente Valley, CA",West Puente Valley,California,CA,22198,06,84774,"West Puente Valley CDP, California",West Puente Valley CDP
"West Rancho Dominguez, CA",West Rancho Dominguez,California,CA,22560,06,84780,"West Rancho Dominguez CDP, California",West Rancho Dominguez CDP
"West Sacramento, CA",West Sacramento,California,CA,54496,06,84816,"West Sacramento city, California",West Sacramento city
"West Whittier-Los Nietos, CA",West Whittier-Los Nietos,California,CA,25459,06,84921,"West Whittier-Los Nietos CDP, California",West Whittier-Los Nietos CDP
"Whittier, CA",Whittier,California,CA,85925,06,85292,"Whittier city, California",Whittier city
"Wildomar, CA",Wildomar,California,CA,36953,06,85446,"Wildomar city, California",Wildomar city
"Willowbrook, CA",Willowbrook,California,CA,21642,06,85614,"Willowbrook CDP, California",Willowbrook CDP
"Windsor, CA",Windsor,California,CA,26179,06,85922,"Windsor town, California",Windsor town
"Winter Gardens, CA",Winter Gardens,California,CA,22003,06,85992,"Winter Gardens CDP, California",Winter Gardens CDP
"Woodland, CA",Woodland,California,CA,61256,06,86328,"Woodland city, California",Woodland city
"Yorba Linda, CA",Yorba Linda,California,CA,67407,06,86832,"Yorba Linda city, California",Yorba Linda city
"Yuba, CA",Yuba,California,CA,69545,06,86972,"Yuba City city, California",Yuba City city
"Yucaipa, CA",Yucaipa,California,CA,54348,06,87042,"Yucaipa city, California",Yucaipa city
"Yucca Valley, CA",Yucca Valley,California,CA,21744,06,87056,"Yucca Valley town, California",Yucca Valley town
"Arvada, CO",Arvada,Colorado,CO,122835,08,03455,"Arvada city, Colorado",Arvada city
